District,Soil Type,Crop,Ideal Season,Average Temperature (°C),Average Rainfall (mm),Yield (tons/acre)
ARIYALUR,Whole Year ,Tapioca,10282,26.40323239,223.3671883
ARIYALUR,Whole Year ,Turmeric,548,26.04371967,186.7536773
ARIYALUR,Whole Year ,Urad,1163,25.2827223,220.1156708
ARIYALUR,Kharif     ,Arhar/Tur,78,22.08576562,231.7364957
ARIYALUR,Kharif     ,Castor seed,14,23.28617173,242.3170629
ARIYALUR,Kharif     ,Cotton(lint),15664,25.48591986,182.6549356
ARIYALUR,Kharif     ,Groundnut,23014,23.67575393,233.7034975
ARIYALUR,Kharif     ,Horse-gram,,20.82477109,230.2242223
ARIYALUR,Kharif     ,Maize,35469,26.92995077,290.6793783
ARIYALUR,Kharif     ,Moong(Green Gram),1,23.83509503,241.2013513
ARIYALUR,Kharif     ,Ragi,15,26.52872817,218.9163567
ARIYALUR,Kharif     ,Rice,36392,26.46428311,248.2256491
ARIYALUR,Kharif     ,Sunflower,922,22.69657794,256.9964761
ARIYALUR,Kharif     ,Urad,924,22.68319059,194.2651719
ARIYALUR,Whole Year ,Sugarcane,707584,21.53346343,295.9248796
ARIYALUR,Kharif     ,Bajra,2888,21.40865769,287.5766935
ARIYALUR,Kharif     ,Castor seed,10,26.54348085,183.6222657
ARIYALUR,Kharif     ,Cotton(lint),29867,23.35905428,188.413665
ARIYALUR,Kharif     ,Groundnut,21168,22.61359953,87.75953857
ARIYALUR,Kharif     ,Horse-gram,,26.10018422,102.2662445
ARIYALUR,Kharif     ,Jowar,1004,23.55882094,66.71995467
ARIYALUR,Kharif     ,Maize,91257,19.97215954,60.65171481
ARIYALUR,Kharif     ,Moong(Green Gram),13,18.47891261,65.43835393
ARIYALUR,Kharif     ,Onion,419,21.77689322,102.0861694
ARIYALUR,Kharif     ,Ragi,104,25.6217169,105.4654703
ARIYALUR,Kharif     ,Rice,131658,25.19192419,78.06639649
ARIYALUR,Kharif     ,Sunflower,137,20.41683147,65.27798457
ARIYALUR,Kharif     ,Urad,1639,24.92162194,109.2162279
ARIYALUR,Rabi       ,Bajra,190,23.31689124,94.29712821
ARIYALUR,Rabi       ,Cotton(lint),727,24.84016732,74.05474936
ARIYALUR,Rabi       ,Groundnut,21760,22.27526694,63.87020584
ARIYALUR,Rabi       ,Horse-gram,1,18.87751445,94.76189431
ARIYALUR,Rabi       ,Jowar,136,25.19008683,72.12375573
ARIYALUR,Rabi       ,Maize,3076,18.25405352,63.72358154
ARIYALUR,Rabi       ,Onion,59,24.6129118,104.1626147
ARIYALUR,Rabi       ,Ragi,44,25.1420613,76.68456006
ARIYALUR,Rabi       ,Sunflower,1,23.09348056,65.49730729
ARIYALUR,Rabi       ,Urad,1267,18.05033737,84.23613484
ARIYALUR,Whole Year ,Arhar/Tur,228,24.9321581,79.74078719
ARIYALUR,Whole Year ,Banana,5441,18.14710054,88.07753741
ARIYALUR,Whole Year ,Cashewnut,6600,18.28362235,80.97573281
ARIYALUR,Whole Year ,Coconut ,1700000,18.83344471,79.7532896
ARIYALUR,Whole Year ,Coriander,5,25.71895816,74.51490791
ARIYALUR,Whole Year ,Dry chillies,58,25.33797709,96.46380213
ARIYALUR,Whole Year ,Small millets,491,23.89114571,102.8301942
ARIYALUR,Whole Year ,Sugarcane,1112304,21.53574127,102.4852929
ARIYALUR,Whole Year ,Tapioca,5655,23.08974909,70.43473609
ARIYALUR,Whole Year ,Turmeric,224,25.61707368,108.8303762
COIMBATORE,Kharif     ,Banana,183740,21.44526922,65.88951188
COIMBATORE,Kharif     ,Horse-gram,3040,18.51816776,90.988051
COIMBATORE,Kharif     ,Onion,37188,22.53510514,64.40866039
COIMBATORE,Kharif     ,Sesamum,580,23.02038334,63.03843397
COIMBATORE,Kharif     ,Small millets,50,24.89364635,87.9298085
COIMBATORE,Kharif     ,Tobacco,1620,25.77175115,107.4931917
COIMBATORE,Whole Year ,Arhar/Tur,700,19.39851734,60.95197486
COIMBATORE,Whole Year ,Bajra,910,21.54156232,109.7515385
COIMBATORE,Whole Year ,Banana,285930,23.79746068,91.76337172
COIMBATORE,Whole Year ,Black pepper,30,18.9802729,94.26249353
COIMBATORE,Whole Year ,Cardamom,70,24.10859207,71.07562236
COIMBATORE,Whole Year ,Cashewnut,40,24.7947077,76.72860067
COIMBATORE,Whole Year ,Castor seed,70,21.63162756,69.21803098
COIMBATORE,Whole Year ,Coriander,130,25.37548751,101.7004306
COIMBATORE,Whole Year ,Cotton(lint),30610,22.21738222,106.6213157
COIMBATORE,Whole Year ,Dry chillies,1430,20.58314011,66.29390357
COIMBATORE,Whole Year ,Gram,3320,24.87502824,91.26056654
COIMBATORE,Whole Year ,Groundnut,43150,20.03728219,109.024141
COIMBATORE,Whole Year ,Jowar,65140,25.95263264,99.57981207
COIMBATORE,Whole Year ,Maize,17720,19.28889933,71.3195307
COIMBATORE,Whole Year ,Moong(Green Gram),1480,20.57981887,78.34604471
COIMBATORE,Whole Year ,Onion,20960,24.71417533,88.45361858
COIMBATORE,Whole Year ,Pulses total,13110,20.27317074,62.50351892
COIMBATORE,Whole Year ,Ragi,800,18.41932981,76.41312437
COIMBATORE,Whole Year ,Rice,57670,23.39128187,107.3198135
COIMBATORE,Whole Year ,Sugarcane,12272000,19.84939404,100.7689246
COIMBATORE,Whole Year ,Sunflower,460,21.869274,107.2681929
COIMBATORE,Whole Year ,Tapioca,49510,22.8056033,101.5952794
COIMBATORE,Whole Year ,Tobacco,1250,19.0781471,80.72515943
COIMBATORE,Whole Year ,Total foodgrain,155430,22.02720976,83.73280082
COIMBATORE,Whole Year ,Turmeric,16960,23.80546189,89.9622014
COIMBATORE,Whole Year ,Urad,1440,18.52510753,88.10234397
COIMBATORE,Kharif     ,Arhar/Tur,1998,23.50297882,64.77791424
COIMBATORE,Kharif     ,Bajra,511,26.54986394,73.33636055
COIMBATORE,Kharif     ,Cotton(lint),32294,19.29563411,83.21030571
COIMBATORE,Kharif     ,Groundnut,69248,20.68899915,103.651438
COIMBATORE,Kharif     ,Horse-gram,3030,19.32666088,84.22969177
COIMBATORE,Kharif     ,Jowar,64470,24.60532218,96.59195302
COIMBATORE,Kharif     ,Maize,21163,22.27373646,67.96704792
COIMBATORE,Kharif     ,Moong(Green Gram),3899,25.70196694,83.20711308
COIMBATORE,Kharif     ,Pulses total,20310,19.20129357,87.85092352
COIMBATORE,Kharif     ,Ragi,1271,21.70181447,95.71388473
COIMBATORE,Kharif     ,Rice,51575,20.51716779,67.61013737
COIMBATORE,Kharif     ,Sesamum,423,23.30355338,97.59081274
COIMBATORE,Kharif     ,Small millets,3400,24.2547451,64.23845455
COIMBATORE,Kharif     ,Sunflower,197,24.86374934,75.82270467
COIMBATORE,Kharif     ,Total foodgrain,15962,22.6265115,88.17251033
COIMBATORE,Kharif     ,Urad,4983,18.04185513,104.2321615
COIMBATORE,Rabi       ,Gram,3981,23.26237612,67.10225139
COIMBATORE,Rabi       ,Wheat,1,22.88330922,67.72777298
COIMBATORE,Whole Year ,Banana,243451,25.97482359,103.2234212
COIMBATORE,Whole Year ,Black pepper,26,26.14384005,107.2361366
COIMBATORE,Whole Year ,Cardamom,68,18.66116213,75.03247667
COIMBATORE,Whole Year ,Castor seed,60,25.10787449,78.16077693
COIMBATORE,Whole Year ,Coriander,150,23.33844615,105.0083144
COIMBATORE,Whole Year ,Dry chillies,1202,25.08239719,62.49190812
COIMBATORE,Whole Year ,Onion,38591,25.36768364,107.9124111
COIMBATORE,Whole Year ,Sannhamp,1,25.34217103,74.52082026
COIMBATORE,Whole Year ,Sugarcane,1467460,25.00933355,62.91359494
COIMBATORE,Whole Year ,Tapioca,56679,18.66746724,69.93293255
COIMBATORE,Whole Year ,Tobacco,687,20.37999665,108.5054416
COIMBATORE,Whole Year ,Turmeric,22221,18.09300227,78.96159541
COIMBATORE,Kharif     ,Arhar/Tur,635,26.16985907,79.84925393
COIMBATORE,Kharif     ,Bajra,1376,18.65396672,93.62039175
COIMBATORE,Kharif     ,Castor seed,1365,26.07470121,85.75692395
COIMBATORE,Kharif     ,Cotton(lint),12264,18.92851916,82.34162918
COIMBATORE,Kharif     ,Groundnut,55110,23.30546753,108.7603001
COIMBATORE,Kharif     ,Horse-gram,2985,18.74826712,70.23401597
COIMBATORE,Kharif     ,Jowar,43978,19.74213321,65.50861389
COIMBATORE,Kharif     ,Korra,1,25.73044432,98.73771338
COIMBATORE,Kharif     ,Maize,22328,17.02498456,88.55123143
COIMBATORE,Kharif     ,Moong(Green Gram),3104,19.02061277,79.92698081
COIMBATORE,Kharif     ,Ragi,449,17.88776475,68.54932919
COIMBATORE,Kharif     ,Rice,60494,18.86805647,88.51048983
COIMBATORE,Kharif     ,Sesamum,521,18.36952567,79.26357665
COIMBATORE,Kharif     ,Sunflower,984,20.45078582,92.68373702
COIMBATORE,Kharif     ,Urad,2682,20.6543203,74.6631118
COIMBATORE,Rabi       ,Gram,3723,17.3348681,82.61734721
COIMBATORE,Rabi       ,Samai,73,18.17912258,81.84997529
COIMBATORE,Rabi       ,Wheat,4,18.01272266,81.98568791
COIMBATORE,Whole Year ,Banana,183740,20.99373558,93.55280105
COIMBATORE,Whole Year ,Cashewnut,11,19.46233971,74.58565097
COIMBATORE,Whole Year ,Coriander,59,19.81344531,78.96514709
COIMBATORE,Whole Year ,Dry chillies,1235,18.97424756,80.7108745
COIMBATORE,Whole Year ,Guar seed,118374,18.19737048,70.18185181
COIMBATORE,Whole Year ,Onion,37188,18.72963144,71.58010169
COIMBATORE,Whole Year ,Sugarcane,1195037,20.99502153,73.50734019
COIMBATORE,Whole Year ,Sweet potato,24,20.28155898,82.52339655
COIMBATORE,Whole Year ,Tapioca,29595,17.48042641,66.96980581
COIMBATORE,Whole Year ,Tobacco,1620,20.88818675,90.46228334
COIMBATORE,Whole Year ,Turmeric,19346,17.08498521,71.31007253
COIMBATORE,Kharif     ,Arhar/Tur,418,20.09340593,85.74904898
COIMBATORE,Kharif     ,Bajra,479,17.57212145,89.31050665
COIMBATORE,Kharif     ,Castor seed,88,19.12065218,85.52950164
COIMBATORE,Kharif     ,Cotton(lint),10987,18.57665902,72.94940441
COIMBATORE,Kharif     ,Groundnut,27436,17.16606398,72.32667516
COIMBATORE,Kharif     ,Horse-gram,1809,18.2872007,74.87445574
COIMBATORE,Kharif     ,Jowar,35650,19.03025305,94.70992037
COIMBATORE,Kharif     ,Maize,20341,17.1418614,83.74606679
COIMBATORE,Kharif     ,Moong(Green Gram),2397,17.47809436,78.92060234
COIMBATORE,Kharif     ,Other Cereals & Millets,6,20.56601874,83.75937135
COIMBATORE,Kharif     ,Other Kharif pulses,2582,17.22385224,76.57580954
COIMBATORE,Kharif     ,Ragi,305,19.69141713,91.76071648
COIMBATORE,Kharif     ,Rice,47066,17.84851658,76.32470713
COIMBATORE,Kharif     ,Sesamum,382,18.8202251,89.73119396
COIMBATORE,Kharif     ,Sunflower,153,17.47500984,93.35034262
COIMBATORE,Kharif     ,Urad,1925,18.72649425,81.20176515
COIMBATORE,Rabi       ,Gram,1700,18.65580107,81.70769297
COIMBATORE,Rabi       ,Rapeseed &Mustard,1,18.2356751,83.74879344
COIMBATORE,Rabi       ,Wheat,4,18.81198127,77.5429424
COIMBATORE,Whole Year ,Banana,230533,18.65054116,77.92798682
COIMBATORE,Whole Year ,Cardamom,,20.36720401,82.2545577
COIMBATORE,Whole Year ,Cashewnut,17,18.38120357,70.52056697
COIMBATORE,Whole Year ,Coriander,53,17.17012591,72.78624223
COIMBATORE,Whole Year ,Dry chillies,1653,19.37101121,85.24819851
COIMBATORE,Whole Year ,Onion,58829,17.92845928,85.37378769
COIMBATORE,Whole Year ,Sannhamp,4,19.45339934,75.6317566
COIMBATORE,Whole Year ,Sugarcane,1117764,19.12829388,89.61857826
COIMBATORE,Whole Year ,Tapioca,43860,19.1034283,75.49101167
COIMBATORE,Whole Year ,Tobacco,1040,17.48504075,86.05078037
COIMBATORE,Whole Year ,Turmeric,26062,19.40751744,80.25064637
COIMBATORE,Kharif     ,Arhar/Tur,370,20.18649426,78.26039559
COIMBATORE,Kharif     ,Bajra,450,17.30287885,75.57790384
COIMBATORE,Kharif     ,Cotton(lint),14650,17.50361137,72.9446671
COIMBATORE,Kharif     ,Groundnut,29100,18.17234999,90.7760707
COIMBATORE,Kharif     ,Jowar,29680,17.57445618,77.81891424
COIMBATORE,Kharif     ,Moong(Green Gram),1260,20.93175255,78.06910795
COIMBATORE,Kharif     ,Ragi,420,19.71098332,85.57925437
COIMBATORE,Kharif     ,Rice,37200,19.07937684,69.40619137
COIMBATORE,Kharif     ,Sesamum,460,18.54988627,76.32565249
COIMBATORE,Kharif     ,Sunflower,60,18.19903647,80.6405403
COIMBATORE,Kharif     ,Urad,720,18.88852533,80.1113384
COIMBATORE,Whole Year ,Sugarcane,1496800,18.49311205,91.94595352
COIMBATORE,Kharif     ,Arhar/Tur,255,19.48974337,87.51312796
COIMBATORE,Kharif     ,Bajra,684,17.25769499,94.00287214
COIMBATORE,Kharif     ,Castor seed,62,19.62416326,88.4585692
COIMBATORE,Kharif     ,Cotton(lint),3024,20.67526473,84.78344008
COIMBATORE,Kharif     ,Groundnut,12376,20.02381489,68.97806542
COIMBATORE,Kharif     ,Horse-gram,1171,20.1187446,88.68168643
COIMBATORE,Kharif     ,Jowar,23240,20.65691793,65.23811143
COIMBATORE,Kharif     ,Korra,1,19.2582557,65.78042032
COIMBATORE,Kharif     ,Maize,20520,17.927806,74.63872762
COIMBATORE,Kharif     ,Moong(Green Gram),699,19.16288268,82.69766829
COIMBATORE,Kharif     ,Other Kharif pulses,2721,20.26942271,69.64449182
COIMBATORE,Kharif     ,Ragi,264,17.09104223,87.27444866
COIMBATORE,Kharif     ,Rice,22152,17.06579293,70.87150577
COIMBATORE,Kharif     ,Samai,17,20.62767492,92.06630306
COIMBATORE,Kharif     ,Sesamum,177,20.8248451,79.20509212
COIMBATORE,Kharif     ,Sunflower,12,19.46210401,68.81405149
COIMBATORE,Kharif     ,Urad,831,17.18248372,72.85017344
COIMBATORE,Kharif     ,Varagu,1,17.48911699,79.45758333
COIMBATORE,Rabi       ,Gram,3046,17.48395377,65.11365631
COIMBATORE,Rabi       ,Wheat,0,19.48316794,80.4986291
COIMBATORE,Whole Year ,Arecanut,,19.71359733,73.64476535
COIMBATORE,Whole Year ,Ash Gourd,0,19.48649305,81.5284269
COIMBATORE,Whole Year ,Banana,212533,19.95264829,88.6810311
COIMBATORE,Whole Year ,Beans & Mutter(Vegetable),0,19.41789736,68.4951189
COIMBATORE,Whole Year ,Beet Root,0,19.45591848,78.44910564
COIMBATORE,Whole Year ,Bhindi,5017,20.19137759,77.33795356
COIMBATORE,Whole Year ,Bitter Gourd,0,18.8392908,94.78189594
COIMBATORE,Whole Year ,Bottle Gourd,0,20.71219282,94.03659867
COIMBATORE,Whole Year ,Brinjal,6413,18.99424448,78.69707199
COIMBATORE,Whole Year ,Cashewnut,73,19.96837462,69.15759062
COIMBATORE,Whole Year ,Cauliflower,0,17.81564548,90.82097601
COIMBATORE,Whole Year ,Citrus Fruit,62,20.71424384,76.77888672
COIMBATORE,Whole Year ,Coconut ,630000,17.34150229,67.9545435
COIMBATORE,Whole Year ,Coriander,323,17.43732714,73.0926704
COIMBATORE,Whole Year ,Cucumber,0,18.89780215,69.09512477
COIMBATORE,Whole Year ,Drum Stick,0,18.59190771,89.60982451
COIMBATORE,Whole Year ,Dry chillies,654,18.31561493,81.78710463
COIMBATORE,Whole Year ,Garlic,11,17.13692774,128.256862
COIMBATORE,Whole Year ,Grapes,6782,19.63474332,106.3598183
COIMBATORE,Whole Year ,Jack Fruit,147,22.91350245,109.225556
COIMBATORE,Whole Year ,Lab-Lab,0,16.43340342,140.3717815
COIMBATORE,Whole Year ,Mango,28864,22.13974653,76.64128258
COIMBATORE,Whole Year ,Onion,26248,17.84806561,143.0984171
COIMBATORE,Whole Year ,Orange,28,19.88394011,60.91974792
COIMBATORE,Whole Year ,Other Citrus Fruit,0,19.32509638,104.7783947
COIMBATORE,Whole Year ,Other Fresh Fruits,0,18.4167001,132.9801054
COIMBATORE,Whole Year ,Other Vegetables,0,21.81167649,130.0608093
COIMBATORE,Whole Year ,Papaya,0,19.72702528,143.7630894
COIMBATORE,Whole Year ,Pome Fruit,900,17.15432954,87.99669731
COIMBATORE,Whole Year ,Pome Granet,0,19.62207826,144.1567454
COIMBATORE,Whole Year ,Redish,0,21.63149148,134.3649948
COIMBATORE,Whole Year ,Ribed Guard,0,16.06522754,88.06638775
COIMBATORE,Whole Year ,Snak Guard,0,20.61162204,69.63833855
COIMBATORE,Whole Year ,Sugarcane,830060,21.42451099,116.5206923
COIMBATORE,Whole Year ,Tapioca,15576,19.07096165,86.21917578
COIMBATORE,Whole Year ,Tomato,56986,21.18853178,137.1948633
COIMBATORE,Whole Year ,Turmeric,7620,23.0429097,108.3684316
COIMBATORE,Whole Year ,Water Melon,0,20.65375833,67.71768947
COIMBATORE,Whole Year ,Yam,0,18.09551014,144.7902323
COIMBATORE,Kharif     ,Arhar/Tur,209,18.23775702,69.44951585
COIMBATORE,Kharif     ,Bajra,575,17.48189735,121.9401369
COIMBATORE,Kharif     ,Castor seed,76,19.9191786,82.68554379
COIMBATORE,Kharif     ,Cotton(lint),8600,20.27514686,139.7521543
COIMBATORE,Kharif     ,Groundnut,14937,15.77370214,108.3441414
COIMBATORE,Kharif     ,Horse-gram,1710,16.71170642,96.77285817
COIMBATORE,Kharif     ,Jowar,28512,17.66148158,100.6711761
COIMBATORE,Kharif     ,Korra,1,18.50692825,87.0513289
COIMBATORE,Kharif     ,Maize,24570,24.51324787,64.19497947
COIMBATORE,Kharif     ,Moong(Green Gram),1737,18.87614998,105.4120514
COIMBATORE,Kharif     ,Other Kharif pulses,3363,21.59343016,61.13872036
COIMBATORE,Kharif     ,Ragi,240,20.12373284,106.158201
COIMBATORE,Kharif     ,Rice,10643,15.43546065,139.0302034
COIMBATORE,Kharif     ,Sesamum,279,22.64236876,122.3886015
COIMBATORE,Kharif     ,Small millets,12,21.98560799,129.5650601
COIMBATORE,Kharif     ,Sunflower,17,20.53052663,120.4509288
COIMBATORE,Kharif     ,Urad,701,15.78601387,95.17028129
COIMBATORE,Rabi       ,Gram,3427,19.6365349,96.65888933
COIMBATORE,Whole Year ,Arecanut,,20.57341244,87.87869161
COIMBATORE,Whole Year ,Ash Gourd,0,20.16080524,138.2362122
COIMBATORE,Whole Year ,Banana,145880,21.53989176,120.6913038
COIMBATORE,Whole Year ,Beans & Mutter(Vegetable),0,15.53834801,107.3850593
COIMBATORE,Whole Year ,Beet Root,0,19.91853092,108.6434544
COIMBATORE,Whole Year ,Bhindi,2885,20.76952209,109.0193712
COIMBATORE,Whole Year ,Bitter Gourd,0,23.46168338,95.84253438
COIMBATORE,Whole Year ,Black pepper,25,24.32116642,60.27552528
COIMBATORE,Whole Year ,Bottle Gourd,0,20.12574053,100.0497183
COIMBATORE,Whole Year ,Brinjal,6182,21.80619564,125.0972687
COIMBATORE,Whole Year ,Cabbage,318,19.52226241,113.334026
COIMBATORE,Whole Year ,Cardamom,63,17.00067625,103.2926407
COIMBATORE,Whole Year ,Cashewnut,86,16.78791503,75.45328039
COIMBATORE,Whole Year ,Cauliflower,0,24.84906168,62.21292186
COIMBATORE,Whole Year ,Citrus Fruit,62,16.51783455,98.77794225
COIMBATORE,Whole Year ,Coconut ,690200,18.15300153,107.6907964
COIMBATORE,Whole Year ,Coriander,911,23.18864385,63.38208822
COIMBATORE,Whole Year ,Cucumber,0,23.38002569,87.66898664
COIMBATORE,Whole Year ,Drum Stick,0,18.358923,138.414764
COIMBATORE,Whole Year ,Dry chillies,724,19.25975367,94.9533526
COIMBATORE,Whole Year ,Grapes,1638,22.95458237,107.7315386
COIMBATORE,Whole Year ,Jack Fruit,135,20.120043,104.6252153
COIMBATORE,Whole Year ,Lab-Lab,0,21.14011423,141.6056722
COIMBATORE,Whole Year ,Mango,10951,24.92360104,62.7089169
COIMBATORE,Whole Year ,Onion,18824,15.33042636,135.3315583
COIMBATORE,Whole Year ,Orange,24,18.81097271,125.084915
COIMBATORE,Whole Year ,Other Citrus Fruit,0,23.44260668,107.4137246
COIMBATORE,Whole Year ,Other Fresh Fruits,0,22.8352024,63.59276673
COIMBATORE,Whole Year ,Other Vegetables,0,24.9035819,146.4727237
COIMBATORE,Whole Year ,Papaya,0,23.78709569,119.6404412
COIMBATORE,Whole Year ,Pome Fruit,1096,22.05592283,126.7265372
COIMBATORE,Whole Year ,Pome Granet,0,18.87492997,134.1811718
COIMBATORE,Whole Year ,Pump Kin,0,18.62328774,135.3378033
COIMBATORE,Whole Year ,Redish,0,23.00884744,100.118612
COIMBATORE,Whole Year ,Ribed Guard,0,19.33162606,68.51253427
COIMBATORE,Whole Year ,Snak Guard,0,16.24469193,66.97053257
COIMBATORE,Whole Year ,Sugarcane,548422,17.91652287,69.14681022
COIMBATORE,Whole Year ,Sweet potato,14,15.46789263,88.88796102
COIMBATORE,Whole Year ,Tapioca,14224,17.06104474,81.83420522
COIMBATORE,Whole Year ,Tomato,52229,21.32776028,109.1013261
COIMBATORE,Whole Year ,Turmeric,7945,23.90910104,81.60211243
COIMBATORE,Whole Year ,Water Melon,0,23.89756791,112.6616435
COIMBATORE,Whole Year ,Yam,0,22.98666928,143.8584938
COIMBATORE,Kharif     ,Arhar/Tur,198,21.35135729,146.4548645
COIMBATORE,Kharif     ,Bajra,865,24.1638445,116.7324324
COIMBATORE,Kharif     ,Castor seed,87,24.62835037,149.7441028
COIMBATORE,Kharif     ,Cotton(lint),14808,21.02213209,124.6118471
COIMBATORE,Kharif     ,Dry ginger,19,17.30844532,115.199245
COIMBATORE,Kharif     ,Groundnut,24227,23.82576704,84.64143632
COIMBATORE,Kharif     ,Horse-gram,2466,19.30607278,129.3449326
COIMBATORE,Kharif     ,Jowar,32292,16.03768615,130.3900798
COIMBATORE,Kharif     ,Maize,27779,19.18572809,80.15293435
COIMBATORE,Kharif     ,Moong(Green Gram),2074,19.92889503,64.02640797
COIMBATORE,Kharif     ,Other Kharif pulses,3779,19.56376468,139.2921004
COIMBATORE,Kharif     ,Ragi,261,18.31357543,76.14153904
COIMBATORE,Kharif     ,Rice,24454,20.10993761,73.36386477
COIMBATORE,Kharif     ,Sesamum,392,23.60506572,100.5978728
COIMBATORE,Kharif     ,Small millets,18,19.73136909,84.06354115
COIMBATORE,Kharif     ,Sunflower,482,20.93409877,133.1914419
COIMBATORE,Kharif     ,Urad,802,18.78226261,104.2570723
COIMBATORE,Rabi       ,Gram,3071,36.51268371,122.6539694
COIMBATORE,Rabi       ,Wheat,,36.89163721,163.7266551
COIMBATORE,Whole Year ,Arecanut,1844,29.23540524,103.3301803
COIMBATORE,Whole Year ,Banana,285671,27.33534897,142.3303677
COIMBATORE,Whole Year ,Cardamom,63,21.0643684,184.6226709
COIMBATORE,Whole Year ,Cashewnut,106,30.33276599,149.299952
COIMBATORE,Whole Year ,Coconut ,924200,31.80130272,147.0361442
COIMBATORE,Whole Year ,Coriander,1329,33.18184225,198.8298806
COIMBATORE,Whole Year ,Dry chillies,469,29.38538562,90.05422663
COIMBATORE,Whole Year ,Onion,21165,30.27374995,127.7767134
COIMBATORE,Whole Year ,Sugarcane,679798,35.45790488,108.6333046
COIMBATORE,Whole Year ,Sweet potato,30,33.80020039,176.6165894
COIMBATORE,Whole Year ,Tapioca,23894,28.69180475,96.36222901
COIMBATORE,Whole Year ,Turmeric,9686,31.24021696,122.0146733
COIMBATORE,Kharif     ,Arhar/Tur,197,28.98039357,120.7435664
COIMBATORE,Kharif     ,Bajra,745,27.32198928,96.51524028
COIMBATORE,Kharif     ,Castor seed,178,21.47607807,180.382234
COIMBATORE,Kharif     ,Cotton(lint),5710,18.31910448,107.4721605
COIMBATORE,Kharif     ,Groundnut,30471,36.97794384,161.4812963
COIMBATORE,Kharif     ,Horse-gram,1837,24.80467592,121.5639121
COIMBATORE,Kharif     ,Jowar,28383,19.3479443,194.5921148
COIMBATORE,Kharif     ,Maize,,28.88302142,179.2155874
COIMBATORE,Kharif     ,Moong(Green Gram),1579,19.54314136,192.4372194
COIMBATORE,Kharif     ,Other Kharif pulses,3077,24.7741949,114.2821387
COIMBATORE,Kharif     ,Ragi,116,18.33124824,139.6483317
COIMBATORE,Kharif     ,Rice,20665,19.14729038,132.7748215
COIMBATORE,Kharif     ,Sesamum,715,28.23416057,186.5008581
COIMBATORE,Kharif     ,Small millets,28,30.11812084,157.0858232
COIMBATORE,Kharif     ,Soyabean,,33.4126864,139.6702541
COIMBATORE,Kharif     ,Sunflower,350,24.18553163,177.3377996
COIMBATORE,Kharif     ,Urad,1302,26.88630675,94.46748008
COIMBATORE,Rabi       ,Gram,3335,31.33170829,161.7820226
COIMBATORE,Whole Year ,Arecanut,4469,33.30711818,108.5090168
COIMBATORE,Whole Year ,Banana,395585,23.45379018,150.8712202
COIMBATORE,Whole Year ,Black pepper,25,34.53823889,168.5948318
COIMBATORE,Whole Year ,Cardamom,68,19.50112224,197.3752649
COIMBATORE,Whole Year ,Cashewnut,115,28.76794904,91.72084869
COIMBATORE,Whole Year ,Coconut ,10709,30.97758716,180.716828
COIMBATORE,Whole Year ,Coriander,649,18.39759147,93.12330644
COIMBATORE,Whole Year ,Dry chillies,756,35.09357419,116.9106908
COIMBATORE,Whole Year ,Onion,27499,34.93174223,159.2649827
